part_id,part_name,category,kid_friendly_name,what_it_does,skill_level,voltage,usual_qty,buy_search_term,compatible_with,example_projects,common_mistake,safety_note,online_search_robu,online_search_robocraze,online_search_amazon_in,local_store_search_term,priority,applicable_robot_types,why_add,source_gap_id
NAV-008,ToF Distance Sensor VL53L0X/VL53L1X,Range & Navigation Sensors,Navigation sensor,"Provides distance, localization or navigation measurements.",Intermediate,3.3–5V logic; verify model,1+,ToF Distance Sensor VL53L0X/VL53L1X,MCU/SBC; ROS 2 navigation; mobile/legged platforms,Autonomous Mobile Robot; Robot Dog; Drone,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=ToF+Distance+Sensor+VL53L0X%2FVL53L1X&post_type=product,https://robocraze.com/search?q=ToF+Distance+Sensor+VL53L0X%2FVL53L1X,https://www.amazon.in/s?k=ToF+Distance+Sensor+VL53L0X%2FVL53L1X,ToF Distance Sensor VL53L0X/VL53L1X,P0,AMR; Quadruped; Drone; Outdoor Robot; Humanoid,"Navigation-grade robots need LiDAR, ToF and localization sensors beyond HC-SR04/IR.",GAP-084
NAV-009,UWB Positioning Module,Range & Navigation Sensors,Navigation sensor,"Provides distance, localization or navigation measurements.",Intermediate,3.3–5V logic; verify model,1+,UWB Positioning Module,MCU/SBC; ROS 2 navigation; mobile/legged platforms,Autonomous Mobile Robot; Robot Dog; Drone,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=UWB+Positioning+Module&post_type=product,https://robocraze.com/search?q=UWB+Positioning+Module,https://www.amazon.in/s?k=UWB+Positioning+Module,UWB Positioning Module,P0,AMR; Quadruped; Drone; Outdoor Robot; Humanoid,"Navigation-grade robots need LiDAR, ToF and localization sensors beyond HC-SR04/IR.",GAP-086
NAV-010,Wheel Odometry Encoder,Range & Navigation Sensors,Navigation sensor,Measures shaft or joint position for closed-loop robot control.,Intermediate,3.3–5V logic; verify model,1+,Wheel Odometry Encoder,MCU/SBC; ROS 2 navigation; mobile/legged platforms,Autonomous Mobile Robot; Robot Dog; Drone,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Wheel+Odometry+Encoder&post_type=product,https://robocraze.com/search?q=Wheel+Odometry+Encoder,https://www.amazon.in/s?k=Wheel+Odometry+Encoder,Wheel Odometry Encoder,P0,AMR; Quadruped; Drone; Outdoor Robot; Humanoid,"Navigation-grade robots need LiDAR, ToF and localization sensors beyond HC-SR04/IR.",GAP-090
SAF-001,Aluminium Heat Sink,Safety & Reliability,Robot safety part,"Reduces electrical, thermal or mechanical robot hazards.",Intermediate,Passive / model dependent,1+,Aluminium Heat Sink,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Select ratings appropriate to the robot voltage, current, temperature and fault energy.",https://robu.in/?s=Aluminium+Heat+Sink&post_type=product,https://robocraze.com/search?q=Aluminium+Heat+Sink,https://www.amazon.in/s?k=Aluminium+Heat+Sink,Aluminium Heat Sink,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-266
SAF-002,Bumper Edge Sensor,Safety & Reliability,Robot safety part,"Reduces electrical, thermal or mechanical robot hazards.",Intermediate,3.3–5V logic; verify model,1+,Bumper Edge Sensor,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Select ratings appropriate to the robot voltage, current, temperature and fault energy.",https://robu.in/?s=Bumper+Edge+Sensor&post_type=product,https://robocraze.com/search?q=Bumper+Edge+Sensor,https://www.amazon.in/s?k=Bumper+Edge+Sensor,Bumper Edge Sensor,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-264
SAF-003,Cooling Fan,Safety & Reliability,Robot safety part,"Reduces electrical, thermal or mechanical robot hazards.",Intermediate,Passive / model dependent,1+,Cooling Fan,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Select ratings appropriate to the robot voltage, current, temperature and fault energy.",https://robu.in/?s=Cooling+Fan&post_type=product,https://robocraze.com/search?q=Cooling+Fan,https://www.amazon.in/s?k=Cooling+Fan,Cooling Fan,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-265
SAF-004,Current-Limit Module,Safety & Reliability,Robot safety part,"Reduces electrical, thermal or mechanical robot hazards.",Intermediate,3.3–5V logic; verify model,1+,Current-Limit Module,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Select ratings appropriate to the robot voltage, current, temperature and fault energy.",https://robu.in/?s=Current-Limit+Module&post_type=product,https://robocraze.com/search?q=Current-Limit+Module,https://www.amazon.in/s?k=Current-Limit+Module,Current-Limit Module,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-261
SAF-005,Dust Filter,Safety & Reliability,Robot safety part,"Reduces electrical, thermal or mechanical robot hazards.",Intermediate,Passive / model dependent,1+,Dust Filter,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Select ratings appropriate to the robot voltage, current, temperature and fault energy.",https://robu.in/?s=Dust+Filter&post_type=product,https://robocraze.com/search?q=Dust+Filter,https://www.amazon.in/s?k=Dust+Filter,Dust Filter,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-267
SAF-006,Hardware Emergency Stop,Safety & Reliability,Robot safety part,Provides a fast hardware method to cut or inhibit robot motion.,Intermediate,Passive / model dependent,1+,Hardware Emergency Stop,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Select ratings appropriate to the robot voltage, current, temperature and fault energy.",https://robu.in/?s=Hardware+Emergency+Stop&post_type=product,https://robocraze.com/search?q=Hardware+Emergency+Stop,https://www.amazon.in/s?k=Hardware+Emergency+Stop,Hardware Emergency Stop,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-257
SAF-007,Mechanical Hard Stop,Safety & Reliability,Robot safety part,"Reduces electrical, thermal or mechanical robot hazards.",Intermediate,Passive / model dependent,1+,Mechanical Hard Stop,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Select ratings appropriate to the robot voltage, current, temperature and fault energy.",https://robu.in/?s=Mechanical+Hard+Stop&post_type=product,https://robocraze.com/search?q=Mechanical+Hard+Stop,https://www.amazon.in/s?k=Mechanical+Hard+Stop,Mechanical Hard Stop,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-262
SAF-008,Motor Temperature Sensor,Safety & Reliability,Robot safety part,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Intermediate,3.3–5V logic; verify model,1+,Motor Temperature Sensor,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Motor+Temperature+Sensor&post_type=product,https://robocraze.com/search?q=Motor+Temperature+Sensor,https://www.amazon.in/s?k=Motor+Temperature+Sensor,Motor Temperature Sensor,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-260
SAF-009,Protective Joint Cover,Safety & Reliability,Robot safety part,"Reduces electrical, thermal or mechanical robot hazards.",Intermediate,Passive / model dependent,1+,Protective Joint Cover,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Protective+Joint+Cover&post_type=product,https://robocraze.com/search?q=Protective+Joint+Cover,https://www.amazon.in/s?k=Protective+Joint+Cover,Protective Joint Cover,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-263
SAF-010,Safety Relay,Safety & Reliability,Robot safety part,"Reduces electrical, thermal or mechanical robot hazards.",Intermediate,Passive / model dependent,1+,Safety Relay,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Buying by appearance instead of checking dimensions, ratings and interface.","Select ratings appropriate to the robot voltage, current, temperature and fault energy.",https://robu.in/?s=Safety+Relay&post_type=product,https://robocraze.com/search?q=Safety+Relay,https://www.amazon.in/s?k=Safety+Relay,Safety Relay,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-258
SAF-011,Thermal Sensor / Thermistor,Safety & Reliability,Robot safety part,"Reduces electrical, thermal or mechanical robot hazards.",Intermediate,3.3–5V logic; verify model,1+,Thermal Sensor / Thermistor,Robot power system; motor drives; enclosure; control system,Humanoid Robot; Robot Dog; Robotic Arm,"Using the wrong logic voltage, interface or wiring.","Select ratings appropriate to the robot voltage, current, temperature and fault energy.",https://robu.in/?s=Thermal+Sensor+%2F+Thermistor&post_type=product,https://robocraze.com/search?q=Thermal+Sensor+%2F+Thermistor,https://www.amazon.in/s?k=Thermal+Sensor+%2F+Thermistor,Thermal Sensor / Thermistor,P0,Humanoid; Quadruped; Arm; AMR,Safety and thermal management become essential as robot size and actuator power increase.,GAP-259
ACT-001,BLDC Integrated Robot Joint Actuator,Smart Actuators & Robot Joints,Smart robot joint,Converts electrical or fluid power into controlled robot motion.,Advanced,Varies by model; verify rated voltage,1 per joint,BLDC Integrated Robot Joint Actuator,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=BLDC+Integrated+Robot+Joint+Actuator&post_type=product,https://robocraze.com/search?q=BLDC+Integrated+Robot+Joint+Actuator,https://www.amazon.in/s?k=BLDC+Integrated+Robot+Joint+Actuator,BLDC Integrated Robot Joint Actuator,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-016
ACT-002,Cycloidal Reducer,Smart Actuators & Robot Joints,Smart robot joint,Increases torque and provides compact joint reduction.,Advanced,Varies by model; verify rated voltage,1 per joint,Cycloidal Reducer,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Buying by appearance instead of checking dimensions, ratings and interface.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Cycloidal+Reducer&post_type=product,https://robocraze.com/search?q=Cycloidal+Reducer,https://www.amazon.in/s?k=Cycloidal+Reducer,Cycloidal Reducer,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-020
ACT-003,DYNAMIXEL Pro / Y-Series Actuator,Smart Actuators & Robot Joints,Smart robot joint,Converts electrical or fluid power into controlled robot motion.,Advanced,Varies by model; verify rated voltage,1 per joint,DYNAMIXEL Pro / Y-Series Actuator,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=DYNAMIXEL+Pro+%2F+Y-Series+Actuator&post_type=product,https://robocraze.com/search?q=DYNAMIXEL+Pro+%2F+Y-Series+Actuator,https://www.amazon.in/s?k=DYNAMIXEL+Pro+%2F+Y-Series+Actuator,DYNAMIXEL Pro / Y-Series Actuator,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-014
ACT-004,DYNAMIXEL XH / XW High-Torque Servo,Smart Actuators & Robot Joints,Smart robot joint,Provides a controllable robot joint with motion and feedback capability.,Advanced,Varies by model; verify rated voltage,1 per joint,DYNAMIXEL XH / XW High-Torque Servo,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=DYNAMIXEL+XH+%2F+XW+High-Torque+Servo&post_type=product,https://robocraze.com/search?q=DYNAMIXEL+XH+%2F+XW+High-Torque+Servo,https://www.amazon.in/s?k=DYNAMIXEL+XH+%2F+XW+High-Torque+Servo,DYNAMIXEL XH / XW High-Torque Servo,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-013
ACT-005,DYNAMIXEL XL330 Smart Servo,Smart Actuators & Robot Joints,Smart robot joint,Provides a controllable robot joint with motion and feedback capability.,Advanced,Varies by model; verify rated voltage,1 per joint,DYNAMIXEL XL330 Smart Servo,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=DYNAMIXEL+XL330+Smart+Servo&post_type=product,https://robocraze.com/search?q=DYNAMIXEL+XL330+Smart+Servo,https://www.amazon.in/s?k=DYNAMIXEL+XL330+Smart+Servo,DYNAMIXEL XL330 Smart Servo,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-011
ACT-006,DYNAMIXEL XM430 Smart Servo,Smart Actuators & Robot Joints,Smart robot joint,Provides a controllable robot joint with motion and feedback capability.,Advanced,Varies by model; verify rated voltage,1 per joint,DYNAMIXEL XM430 Smart Servo,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=DYNAMIXEL+XM430+Smart+Servo&post_type=product,https://robocraze.com/search?q=DYNAMIXEL+XM430+Smart+Servo,https://www.amazon.in/s?k=DYNAMIXEL+XM430+Smart+Servo,DYNAMIXEL XM430 Smart Servo,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-012
ACT-007,Frameless BLDC Motor,Smart Actuators & Robot Joints,Smart robot joint,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Advanced,Varies by model; verify rated voltage,1 per joint,Frameless BLDC Motor,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Frameless+BLDC+Motor&post_type=product,https://robocraze.com/search?q=Frameless+BLDC+Motor,https://www.amazon.in/s?k=Frameless+BLDC+Motor,Frameless BLDC Motor,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-018
ACT-008,Harmonic Drive Gearbox,Smart Actuators & Robot Joints,Smart robot joint,Increases joint torque and reduces motor speed.,Advanced,Varies by model; verify rated voltage,1 per joint,Harmonic Drive Gearbox,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Buying by appearance instead of checking dimensions, ratings and interface.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Harmonic+Drive+Gearbox&post_type=product,https://robocraze.com/search?q=Harmonic+Drive+Gearbox,https://www.amazon.in/s?k=Harmonic+Drive+Gearbox,Harmonic Drive Gearbox,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-019
ACT-009,PMSM Robot Joint Motor,Smart Actuators & Robot Joints,Smart robot joint,"Produces mechanical motion for joints, wheels, propellers or mechanisms.",Advanced,Varies by model; verify rated voltage,1 per joint,PMSM Robot Joint Motor,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=PMSM+Robot+Joint+Motor&post_type=product,https://robocraze.com/search?q=PMSM+Robot+Joint+Motor,https://www.amazon.in/s?k=PMSM+Robot+Joint+Motor,PMSM Robot Joint Motor,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-017
ACT-010,Planetary Gearbox,Smart Actuators & Robot Joints,Smart robot joint,Increases joint torque and reduces motor speed.,Advanced,Varies by model; verify rated voltage,1 per joint,Planetary Gearbox,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Buying by appearance instead of checking dimensions, ratings and interface.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Planetary+Gearbox&post_type=product,https://robocraze.com/search?q=Planetary+Gearbox,https://www.amazon.in/s?k=Planetary+Gearbox,Planetary Gearbox,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-021
ACT-011,QDD / Quasi-Direct-Drive Actuator,Smart Actuators & Robot Joints,Smart robot joint,Converts electrical or fluid power into controlled robot motion.,Advanced,Varies by model; verify rated voltage,1 per joint,QDD / Quasi-Direct-Drive Actuator,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=QDD+%2F+Quasi-Direct-Drive+Actuator&post_type=product,https://robocraze.com/search?q=QDD+%2F+Quasi-Direct-Drive+Actuator,https://www.amazon.in/s?k=QDD+%2F+Quasi-Direct-Drive+Actuator,QDD / Quasi-Direct-Drive Actuator,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-015
ACT-012,Servo Brake Module,Smart Actuators & Robot Joints,Smart robot joint,Provides a controllable robot joint with motion and feedback capability.,Advanced,3.3–5V logic; verify model,1 per joint,Servo Brake Module,Joint controllers; CAN/RS-485; robot links; suitable battery,Humanoid Robot; Robot Dog; Hexapod Robot,"Ignoring current, voltage or stall-load ratings.",Pinch/crush hazard; test at low current/speed and use an emergency stop on larger robots.,https://robu.in/?s=Servo+Brake+Module&post_type=product,https://robocraze.com/search?q=Servo+Brake+Module,https://www.amazon.in/s?k=Servo+Brake+Module,Servo Brake Module,P0,Humanoid; Quadruped; Hexapod; Arm; Exoskeleton,"This is the largest current gap. Humanoids and legged robots rely on high-torque, feedback-enabled joint actuators.",GAP-022
VIS-001,Event Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Passive / model dependent,1+,Event Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Event+Camera&post_type=product,https://robocraze.com/search?q=Event+Camera,https://www.amazon.in/s?k=Event+Camera,Event Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-078
VIS-002,Fisheye / Wide-Angle Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Passive / model dependent,1+,Fisheye / Wide-Angle Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Fisheye+%2F+Wide-Angle+Camera&post_type=product,https://robocraze.com/search?q=Fisheye+%2F+Wide-Angle+Camera,https://www.amazon.in/s?k=Fisheye+%2F+Wide-Angle+Camera,Fisheye / Wide-Angle Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-080
VIS-003,Global-Shutter Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Passive / model dependent,1+,Global-Shutter Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Global-Shutter+Camera&post_type=product,https://robocraze.com/search?q=Global-Shutter+Camera,https://www.amazon.in/s?k=Global-Shutter+Camera,Global-Shutter Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-072
VIS-004,Intel RealSense D435i / Depth Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Passive / model dependent,1+,Intel RealSense D435i / Depth Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Intel+RealSense+D435i+%2F+Depth+Camera&post_type=product,https://robocraze.com/search?q=Intel+RealSense+D435i+%2F+Depth+Camera,https://www.amazon.in/s?k=Intel+RealSense+D435i+%2F+Depth+Camera,Intel RealSense D435i / Depth Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-074
VIS-005,Luxonis OAK-D / AI Depth Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Passive / model dependent,1+,Luxonis OAK-D / AI Depth Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Luxonis+OAK-D+%2F+AI+Depth+Camera&post_type=product,https://robocraze.com/search?q=Luxonis+OAK-D+%2F+AI+Depth+Camera,https://www.amazon.in/s?k=Luxonis+OAK-D+%2F+AI+Depth+Camera,Luxonis OAK-D / AI Depth Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-075
VIS-006,Stereo Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Passive / model dependent,1+,Stereo Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Stereo+Camera&post_type=product,https://robocraze.com/search?q=Stereo+Camera,https://www.amazon.in/s?k=Stereo+Camera,Stereo Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-073
VIS-007,Thermal Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Passive / model dependent,1+,Thermal Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Thermal+Camera&post_type=product,https://robocraze.com/search?q=Thermal+Camera,https://www.amazon.in/s?k=Thermal+Camera,Thermal Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-077
VIS-008,Time-of-Flight Depth Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Passive / model dependent,1+,Time-of-Flight Depth Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Time-of-Flight+Depth+Camera&post_type=product,https://robocraze.com/search?q=Time-of-Flight+Depth+Camera,https://www.amazon.in/s?k=Time-of-Flight+Depth+Camera,Time-of-Flight Depth Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-076
VIS-009,USB HD Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,5V / USB (model dependent),1+,USB HD Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=USB+HD+Camera&post_type=product,https://robocraze.com/search?q=USB+HD+Camera,https://www.amazon.in/s?k=USB+HD+Camera,USB HD Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-071
VIS-010,Wrist Camera,Vision & Depth,Robot eye,"Provides visual perception for detection, tracking, navigation or manipulation.",Intermediate,Passive / model dependent,1+,Wrist Camera,Raspberry Pi/Jetson/PC; ROS 2; USB/MIPI/Ethernet as supported,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Using the wrong logic voltage, interface or wiring.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Wrist+Camera&post_type=product,https://robocraze.com/search?q=Wrist+Camera,https://www.amazon.in/s?k=Wrist+Camera,Wrist Camera,P0,Humanoid; Quadruped; AMR; Arm; Drone,"Vision is essential for embodied AI, manipulation, navigation and human interaction.",GAP-079
CTRL-005,Google Coral USB / Edge TPU,Computing & AI,Robot computer,"Runs robot software, perception, AI or real-time control workloads.",Intermediate,5V / USB (model dependent),1+,Google Coral USB / Edge TPU,ROS 2; cameras; LiDAR; motor controllers; AI software,Humanoid Robot; Robot Dog; Autonomous Mobile Robot,"Buying by appearance instead of checking dimensions, ratings and interface.","Verify datasheet ratings, polarity and safe mounting before powering the robot.",https://robu.in/?s=Google+Coral+USB+%2F+Edge+TPU&post_type=product,https://robocraze.com/search?q=Google+Coral+USB+%2F+Edge+TPU,https://www.amazon.in/s?k=Google+Coral+USB+%2F+Edge+TPU,Google Coral USB / Edge TPU,P1,Humanoid; Quadruped; AMR; Arm; Drone; General,Modern robots need Linux/AI compute and deterministic real-time control in addition to Arduino-class MCUs.,GAP-006
